summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
201128220,0950613,2011-04-29 08:15:00,,Burn - Electrical Fault in Electrical Cabinet,"ELECTRICAL,BURN,CIRCUIT BREAKER,ELECTRICAL WORK,LOCKOUT,ELECTRIC ARC,ELECTRICAL FAULT,ELECTRICAL CABINET,REPAIR,E GI IV",,,,,,7629,,,,2016-02-08 01:00:05.963944
200556355,0625700,2011-03-04 12:45:00,,Individual Operating Road Grader Is Found Dead,"LOGGING,GRADER,BACKING UP,EJECTED,RUN OVER,CAUGHT BY,BLADE,ELDERLY,EMERGENCY RESPONSE",,,,,,2411,X,,,2016-02-08 01:00:05.963944
200678381,0418800,2011-08-01 11:30:00,,Truck Driver Dies from Heart Attack,"HEART ATTACK,CHEST,CPR,CARDIOVASC DISEASE",N,,,A,B,1794,X,,,2016-02-08 01:00:05.963944
200535466,0751910,2012-11-13 07:35:00,,Employee Falls from Semi-Trailer,"TRUCK,NECK,HEAD,FRACTURE,FACE,LACERATION,VERTEBRA",,,,,,4213,X,,,2016-02-08 01:00:05.963944
202656617,0950643,2012-06-28 13:51:00,,Employee in Trench Is Injured When Hit by Concrete Debris,"CONSTRUCTION,TRENCH,CONCRETE,BACKHOE,STRUCK BY,ARM,FRACTURE",I,,,D,E,1623,,,,2016-02-08 01:00:05.963944
202657276,0950643,2013-01-02 06:45:00,,Employee Lacerates Finger While Servicing Penumatic Valve,"LACERATION,FINGER,VALVE,PUMP",,,,,,2844,,,,2016-02-08 01:00:05.963944
202368890,1055350,2011-08-12 17:27:00,,Employee Dies from Bee Stings,"TRACTOR,MECHANIC,BEE STING,ALLERGIC REACTION",,,,,,5083,X,,,2016-02-08 01:00:05.963944
202318028,0950653,2012-09-14 04:00:00,,Worker Injures Back in Fall Cab of Caterpillar Loader,"EARTHMOVING EQUIP,FALL,SLIP,BACK,DRIVER,LOADER",,,,,,4212,,,,2016-02-08 01:00:05.963944
200171130,0257260,2012-06-07 04:00:00,,Employee Is Killed When Rolled over by a Truck,"DRIVER,GARBAGE TRUCK,TRUCK,ROLL-OVER,DIE",,,,,,4212,X,,,2016-02-08 01:00:05.963944
202530580,0950635,2011-04-27 10:21:00,,Employee's Knee Is Lacerated by Nail,"LACERATION,KNEE,NAIL",,,,,,7641,,,,2016-02-08 01:00:05.963944
202081543,0453730,2012-07-19 16:15:00,,Worker Is Injured When Struck by Powered Industrial Truck,"LOADING DOCK,STRUCK BY,INDUSTRIAL TRUCK,CONTUSION,ABRASION,HEADACHE,BACK,BACK PAIN,LEG",,,,,,4213,,,,2016-02-08 01:00:05.963944
202561437,0950411,2012-03-24 13:30:00,,"Employee Is Injured When Truck Overturns, Later Dies","TRUCK,TRAILER,CONCRETE TRUCK,RAMP,LOADING RAMP,OVERTURN,FRACTURE,NECK",L,,18,F,A,1629,X,,,2016-02-08 01:00:05.963944
200998888,0551800,2011-06-08 16:00:00,,Employee Is Injured When Struck by Vehicle,"STRUCK BY,ROAD PAVING,HIGHWAY",I,,,E,B,1611,X,,,2016-02-08 01:00:05.963944
201495272,0950625,2011-08-19 12:15:00,,Farm Worker Dies of a Brain Hemorrhage,"AGRICULTURE,BRAIN,HEMORRHAGE",,,,,,0761,X,,,2016-02-08 01:00:05.963944
200534238,0751910,2011-04-12 10:30:00,,Employee's Fingers Are Amputated in Forklift Accident,"CAUGHT BETWEEN,INDUSTRIAL TRUCK,DOOR,AMPUTATED,FINGER,CLEARANCE",,,,,,7363,,,,2016-02-08 01:00:05.963944
202653614,0950612,2012-03-22 15:30:00,,Employee Suffers Broken Arm in Fall from Ladder,"LADDER,TREE TRIMMING,TREE LIMB,CONCRETE,FALL,FRACTURE,ARM",A,1,,A,C,1799,,,,2016-02-08 01:00:05.963944
202492062,0950621,2011-07-10 18:34:00,,Employee's Ear Is Detached in Parking Incident,"FIREFIGHTER,FIRE TRUCK,CAUGHT BETWEEN,HEAD,EAR,CONCUSSION,STRUCK AGAINST",,,,,,9224,,,,2016-02-08 01:00:05.963944
201703212,1054115,2011-05-23 06:45:00,,Employee Is Burned in Flash Fire from Asphalt Mixer,"ASPHALT,FIRE,BURN,FACE",I,,,B,E,1623,,,,2016-02-08 01:00:05.963944
201392297,0552652,2010-09-30 12:20:00,,Employee Falls and Hits His Head and Subsequently Dies,"FALL,HEAD,AUGER,SHAFT",,,,,,0191,X,,,2016-02-08 01:00:05.963944
200922896,0355114,2012-04-09 16:30:00,,Forklift Operator Thrown from Truck and Crushed by Load,"UNTRAINED,INDUSTRIAL TRUCK,SEAT BELT,STRUCK BY,FALLING OBJECT,LOAD SHIFT,CRUSHED,BOOM",,,,,,3089,X,,,2016-02-08 01:00:05.963944
202522314,0950624,2012-04-12 13:00:00,,Employee Injured from Fall,"FALL,FRACTURE,BACK,WRIST,HEALTH CARE FACILITY,ROOF",A,1,,A,B,1761,,,,2016-02-08 01:00:05.963944
202477378,0950636,2011-04-06 17:30:00,,Employee Is Struck by Motor Vehicle,"CONSTRUCTION,TRAFFIC CONTROL,STRUCK BY,MOTOR VEHICLE,SKULL,LEG,BACK,NECK",I,,,C,C,1611,,,,2016-02-08 01:00:05.963944
201392800,0552652,2013-02-06 11:25:00,,Employee Is Killed When Run over by Bus Wheel,"BUS,WHEEL,RUN OVER,MOTOR VEHICLE,STRUCK BY",,,,,,4111,X,,,2016-02-08 01:00:05.963944
201044666,0953220,2011-12-02 15:00:00,,Employee Is Crushed Under Trailer,"TRUCK,TRACTOR TRAILER,TRAILER,TRAILER HITCH,TRAILER TRUCK,BACKING UP,BRAKE,CRUSHED,RUN OVER,OBSTRUCTED VIEW",,,,,,4789,X,,,2016-02-08 01:00:05.963944
314406455,0112000,2011-07-18 13:00:00,,Employee Cuts Finger on Jackhammer,"JACKHAMMER,LACERATION,FINGER",I,,,A,E,1794,,,,2016-02-08 01:00:05.963944
202651899,0352440,2013-01-02 10:05:00,,"Power Buggy Driver Is Catapulted, Incurs Head, Knee Injuries","CARPENTER,CART,DRIVER,ASPHALT,DITCH,HEAD,KNEE,LACERATION,TENDON",A,1,,C,B,1751,,,,2016-02-08 01:00:05.963944
170784656,0950621,2013-02-09 10:00:00,,Employee Fractures Back in Fall from Ladder,"TREE TRIMMING,TREE,LADDER,LOST BALANCE,FALL,FRACTURE,BACK",,,,,,0212,,,,2016-02-08 01:00:05.963944
202334223,0253420,2011-02-14 08:45:00,,Employee Is Crushed by Unattended Rolling Truck,"CRUSHED,TRUCK,RUN OVER,CAUGHT BETWEEN,MECHANIC",,,,,,8744,X,,,2016-02-08 01:00:05.963944
202587432,0950614,2012-05-23 09:33:00,,Employee Fractures Hip in Fall When Shoe Lace Catches Drawer,"TRIPPED,FRACTURE,HIP,WORK STATION,FALL",,,,,,8043,,,,2016-02-08 01:00:05.963944
202508552,0950663,2011-06-09 07:15:00,,Rendering Worker Burned When Sprayed with Scalding Hot Water,"BURN,HOT WATER,PPE",,,,,,5149,,,,2016-02-08 01:00:05.963944
202477600,0950636,2011-09-03 10:30:00,,Employee Gets Pinned by a Wall Collapse,"COLLAPSE,PINNED,WALL",,,,,,9224,,,,2016-02-08 01:00:05.963944
170786156,0950621,2011-04-08 14:40:00,,Employee Fractures Ankle While Moving Pallet,"PALLET,PALLETIZED CARGO,MANUAL MAT HANDLING,FALL,FRACTURE,ANKLE,DISLOCATED,DELIVERY WORK,TRUCK",,,,,,4213,,,,2016-02-08 01:00:05.963944
202634077,0950633,2011-08-16 17:00:00,,Employee Fractures Ankle in Fall from Chair,"CHAIR,UNSTABLE POSITION,UNSTABLE SURFACE,DESCENDING,FALL,ANKLE,FRACTURE,WALKING SURFACE",,,,,,8211,,,,2016-02-08 01:00:05.963944
202252235,0953210,2011-08-22 09:00:00,,"Pipe Rolls Into Employee, Fractures Arm","PIPE,ARM,FRACTURE",M,,,A,A,1794,,,,2016-02-08 01:00:05.963944
200922938,0355112,2012-10-10 23:00:00,,Employee Dies from Possible Heart Attack or Stroke,"CARDIOVASC DISEASE,CARDIOVASC SYSTEM",,,,,,4952,X,,,2016-02-08 01:00:05.963944
201494887,0950625,2010-08-28 11:45:00,,"Employee Is Caught Between Forklift and Pallet, and Injured","CAUGHT BETWEEN,INDUSTRIAL TRUCK,PALLET,CRUSHED,CHEST,CONTUSION,FRACTURE",,,,,,0723,,,,2016-02-08 01:00:05.963944
201495181,0950625,2011-06-16 14:03:00,,Worker Is Killed When Run over by Tractor,"RUN OVER,TRACTOR",,,,,,0173,X,,,2016-02-08 01:00:05.963944
200232569,1032500,2011-01-04 14:45:00,,Employee Is Shocked after Contacting Overhead Conductor,"OVERHEAD POWER LINE,SHOCK,ELEC UTILITY WORK,ELECTRIC CONDUCTOR",O,,32,B,B,1623,,,,2016-02-08 01:00:05.963944
200999712,0551800,2011-11-02 12:51:00,,Community College Instructor Falls from Climbing Tower,"CLIMBING ON COLUMN,TOWER,ELEC UTILITY WORK,FALL PROTECTION,LANYARD,FALL,FRACTURE",,,,,,8222,X,,,2016-02-08 01:00:05.963944
170784474,0950621,2012-10-05 11:30:00,,Employee Gets a De-Gloving Finger Injury,"FINGER,FLATBED TRUCK,HAND",J,,20,C,B,1611,,,,2016-02-08 01:00:05.963944
202614251,1054111,2012-02-07 11:15:00,,Employee Is Injured in Yarder Overturn,"LOGGING,FRACTURE,YARDING,MECH MALFUNCTION,LOG,GUY,BROKEN CABLE",,,,,,2411,,,,2016-02-08 01:00:05.963944
202653770,0950612,2012-08-01 06:00:00,,Employee Is Found Dead at Bottom of Stairs at Hotel,"STAIR,UNCONSCIOUSNESS,HOTEL,ALCOHOL",,,,,,6411,X,,,2016-02-08 01:00:05.963944
201497740,0950625,2013-01-23 14:00:00,,Employee Suffers Burns to Back When Shocked by Conductor,"UTILITY POLE,ELECTRIC CONDUCTOR,TRUCK,FALL,SHOCK,BURN,BACK,LEG",O,,45,E,B,1623,,,,2016-02-08 01:00:05.963944
200515245,0552700,2011-01-29 21:24:00,,Worker Dies after Hitting Head on Forklift,"MACHINE--MISC,LATHE,MACHINE OPERATOR,INDUSTRIAL TRUCK,ROPS,STRUCK AGAINST,HEAD,LACERATION,UNCONSCIOUSNESS",,,,,,3678,X,,,2016-02-08 01:00:05.963944
170784557,0950621,2012-09-07 16:30:00,,Employee Suffers Skull Fracture in Bulldozer Accident,"BULLDOZER,TRUCK,PRESS,PIN,STRUCK BY,FRACTURE,SKULL,EYE,HEALTH CARE FACILITY,FOREHEAD",,,,,,7699,,,,2016-02-08 01:00:05.963944
200556728,0625700,2011-10-25 10:15:00,,Employee Is Fatally Crushed,"CRUSHED,SCRAP METAL",,,,,,3731,X,,,2016-02-08 01:00:05.963944
202656716,0950643,2012-07-12 11:40:00,,Employee Severs Small Finger During Hedge Trimming,"LACERATION,FINGER",,,,,,8211,,,,2016-02-08 01:00:05.963944
201495728,0950625,2011-06-21 18:15:00,,Worker Amputates Finger When Struck by Clamps on Trash Truck,"AMPUTATED,FINGER,STRUCK BY",,,,,,4953,,,,2016-02-08 01:00:05.963944
202656633,0950643,2012-07-13 08:30:00,,Employee Crushes Finger in Drilling Rig,"FINGER,DRILL COLLAR,AMPUTATED",,,,,,1381,,,,2016-02-08 01:00:05.963944
202553517,0950631,2011-08-24 18:00:00,,Recruit Firefighter Sustains Heat Exhaustion,"FIREFIGHTER,HEAT,HEAT EXHAUSTION,WATER",,,,,,9224,,,,2016-02-08 01:00:05.963944
202530630,0950635,2011-01-21 09:15:00,,Employee Falls from Ladder and Receives Injuries,"MECHANIC,TRAILER,LADDER,LOST BALANCE,FALL,FRACTURE,WRIST,HEAD,SHOULDER",,,,,,2095,,,,2016-02-08 01:00:05.963944
316344019,0950644,2012-04-10 10:50:00,,Electrical Apprentice Falls from Sixteen Feet and Injured,"ELECTRICAL,ELECTRICIAN,ELECTRICAL WORK,FALL,FRACTURE,EYE,CHEST,FACE,ABDOMEN",K,,16,E,A,1623,,,,2016-02-08 01:00:05.963944
202521837,0950624,2011-10-29 13:30:00,,Employee's Finger Is Injured,"HEALTH CARE FACILITY,HEALTH CARE WORKER,FINGER",,,,,,8069,,,,2016-02-08 01:00:05.963944
202613923,1054191,2011-08-20 11:30:00,,Employee Suffers from Heat Exhaustion,"HEAT EXHAUSTION,HEAT,HEAT STROKE,CONSTRUCTION",,,,,,2951,,,,2016-02-08 01:00:05.963944
200776557,0134000,2011-11-19 11:00:00,,Employee Dies after Being Struck by Door,"DOOR,STRUCK BY",,,,,,7359,X,,,2016-02-08 01:00:05.963944
202081386,0453730,2012-04-03 07:44:00,,Worker Is Caught by Manlift,"PAINTER,CAUGHT BY,ELEVATOR,CHEST",D,5,,B,E,1721,,,,2016-02-08 01:00:05.963944
201496320,0950625,2011-12-09 10:15:00,,Employee Is Injured When Struck by Falling Equipment,"HEAD,ABDOMEN,AGRICULTURE,LOADING,STRUCK BY,ABRASION,CONTUSION,FALLING OBJECT,TRAILER TRUCK,UNSTABLE LOAD",,,,,,0761,,,,2016-02-08 01:00:05.963944
202522223,0950624,2012-03-19 18:00:00,,Welder Injured While Plasma Cutting Used Oil Drum,"WELDER,WELDING,DRUM,CUTTING AND BURNING,CYLINDER,FIRE,EXPLOSION,STRUCK BY,FRACTURE,LEG",,,,,,5551,,,,2016-02-08 01:00:05.963944
202556031,0950631,2013-01-15 14:16:00,,Employee Gets Fingertip Amputation with a Plunger Machine,"FINGER,AMPUTATED,SHEAR",,,,,,3089,,,,2016-02-08 01:00:05.963944
202554135,0950631,2011-08-23 07:50:00,,Employee Fractures Leg When Struck by Forklift,"INDUSTRIAL TRUCK,LEG,FRACTURE,STRUCK BY,TRUCK DRIVER,MOTOR VEHICLE",,,,,,7361,,,,2016-02-08 01:00:05.963944
202023800,0316100,2011-03-16 09:00:00,,Employee Gets Caught Between Structures and Dies,CRUSHED,C,4,50,F,A,1742,X,,,2016-02-08 01:00:05.963944
170786271,0950621,2012-02-07 07:30:00,,Employee's Finger Tip Is Amputated by Flywheels,"CAUGHT BETWEEN,FINGER,AMPUTATED,GEAR,NIP POINT,SLIP,HAND",,,,,,4941,,,,2016-02-08 01:00:05.963944
201186178,0950611,2011-09-20 07:00:00,,Employee's Finger Is Severed During Fan Repair,"CONSTRUCTION,FAN BLADE,FAN,CAUGHT BETWEEN,FINGER,AMPUTATED,MECHANIC,MAINTENANCE,LOCKOUT",C,3,36,A,C,1799,,,,2016-02-08 01:00:05.963944
202493441,0950621,2012-06-19 06:30:00,,"Employee Falls Into Machinery, Receives Lacerations","MIGRANT FARM WORKER,TRACTOR,LACERATION,HYDRAULIC TOOL,FOREARM,SHOULDER,BACK",,,,,,0161,,,,2016-02-08 01:00:05.963944
202522454,0950624,2012-05-09 13:00:00,,Employee Is Found Dead Inside Refrigerated Trailer,"REFRIGERATOR,TRAILER,TRUCK DRIVER",,,,,,4214,X,,,2016-02-08 01:00:05.963944
202651865,0352440,2012-07-02 14:00:00,,Employee Falls from Tree and Is Killed,"TREE FELLING,FALL",,,,,,0783,X,,,2016-02-08 01:00:05.963944
202471660,0950643,2012-02-06 23:30:00,,Employee's Finger Is Amputated While Cleaning Machine,"CLEANING,FINGER,AMPUTATED,LOCKOUT,HOPPER",,,,,,7361,,,,2016-02-08 01:00:05.963944
200997799,0551800,2011-04-19 17:00:00,,Employee Dies after Being Pinned by Backing Truck,"TRUCK,BACKING UP,INATTENTION,CRUSHED,PINNED,LOADING DOCK",,,,,,5051,X,,,2016-02-08 01:00:05.963944
202520839,0950624,2010-12-13 15:00:00,,Employee Falls Off Forklift,"TRAILER,INDUSTRIAL TRUCK,FALL,LACERATION,HEAD",,,,,,4225,,,,2016-02-08 01:00:05.963944
202542478,0950641,2011-02-17 00:05:00,,Two Firefighters Are Injured from Falling Debris; One Dies,"FIREFIGHTER,FIRE,FALLING OBJECT,STRUCK BY,CARDIAC ARREST,SMOKE,WORK SURFACE,CEILING,COLLAPSE",,,,,,9224,X,,,2016-02-08 01:00:05.963944
202542478,0950641,2011-02-17 00:05:00,,Two Firefighters Are Injured from Falling Debris; One Dies,"FIREFIGHTER,FIRE,FALLING OBJECT,STRUCK BY,CARDIAC ARREST,SMOKE,WORK SURFACE,CEILING,COLLAPSE",,,,,,9224,X,,,2016-02-08 01:00:05.963944
200923530,0355114,2012-09-18 11:30:00,,Employee Dies in Electrical Accident,"ELECTROCUTED,HAND",O,,,B,C,1623,X,,,2016-02-08 01:00:05.963944
202508974,0950622,2011-09-16 11:10:00,,Employee Sustains Lacerations While Using Power Cutter,"CONSTRUCTION,ARM,FOREARM,LACERATION,HAND TOOL,GRINDER",C,1,20,A,B,1521,,,,2016-02-08 01:00:05.963944
202457396,0950642,2011-09-02 06:40:00,,Employee Gets a Broken Leg as Table Falls on It,"LEG,CRUSHED,FALL",,,,,,2011,,,,2016-02-08 01:00:05.963944
202648358,0950633,2012-01-20 11:30:00,,Employee Is Injured in Fall from Mobile Scaffold,"FALL,MOBILE SCAFFOLD,FRACTURE,HIP",C,1,4,D,A,1542,,,,2016-02-08 01:00:05.963944
312668049,0950636,2011-08-26 10:00:00,,Employee Has Two Fingers Crushed by Unstable Crane Load,"AMPUTATED,FINGER,CRANE,CRUSHED,CAUGHT BETWEEN",H,4,50,C,E,1791,,,,2016-02-08 01:00:05.963944
201496106,0950625,2011-09-06 07:53:00,,Employee Is Injured in Fall on Roof,"ROOF,MECHANIC,INSTALLING,LOST BALANCE,FALL,COVER,FRACTURE,HIP",,,,,,2032,,,,2016-02-08 01:00:05.963944
202478947,0950644,2013-01-14 11:15:00,,Employee Gets a Leg Injury from a Forklift Collision,"LEG,INDUSTRIAL TRUCK,COLLISION,PALLET,WOOD SLAB",,,,,,5047,,,,2016-02-08 01:00:05.963944
170627327,0950621,2011-03-02 11:30:00,,Employee Fractures Hip in Trip and Fall over Floor Track,"TRIPPED,FALL,FRACTURE,HIP",,,,,,8062,,,,2016-02-08 01:00:05.963944
201496155,0950625,2011-11-30 19:30:00,,Employee Seriously Injurs Foot and Leg in Picker,"STRUCK BY,FRACTURE,FOOT,LEG",,,,,,0131,,,,2016-02-08 01:00:05.963944
200535359,0751910,2012-09-11 16:00:00,,Employee Amputates Fingertip with Knife,"AMPUTATED,FINGER,KNIFE,GLOVE,PPE,INATTENTION,HAND TOOL,STRUCK BY",,,,,,2011,,,,2016-02-08 01:00:05.963944
200999175,0551800,2012-04-11 09:28:00,,Employee Is Crushed by Cement Truck and Dies,"CRUSHED,TRUCK,CONCRETE,POOL,WATER,ROLL-OVER,FALL",H,,,A,A,1799,X,,,2016-02-08 01:00:05.963944
201077609,0950632,2011-12-12 09:30:00,,Employee Is Burned When Leaked Gas Ignites,"CONSTRUCTION,BURN,FACE,ARM,GAS LEAK,INSTALLING,GAS,PROPANE",H,1,4,A,C,1711,,,,2016-02-08 01:00:05.963944
201497385,0950625,2012-09-14 11:30:00,,Employee Knee Is Fractured in Fall from a Platform,"CRATE,PLATFORM,LOST BALANCE,FALL,FRACTURE,KNEE",,,,,,0761,,,,2016-02-08 01:00:05.963944
202554788,0950631,2012-08-21 09:35:00,,Carpenter Lacerates Leg with Portable Saw,"CONSTRUCTION,CARPENTER,SAW,ELECTRIC SAW,LACERATION,LEG",A,1,12,A,B,1751,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
201497294,0950625,2012-11-20 07:15:00,,Refrigerant Leak Sends 16 School Workers to Hospital,"REFRIGERANT,LEAK,CHEMICAL,CHEMICAL VAPOR,GAS,RESPIRATORY,RESPIRATORY TRACT,EYE",,,,,,9411,,,,2016-02-08 01:00:05.963944
202588000,0950614,2012-11-05 17:00:00,,Employee's Fingers Are Injured on Table Saw,"TABLE SAW,JAMMED,BLADE,STRUCK AGAINST,AMPUTATED,FINGER,LACERATION,UNGUARDED",,,,,,7361,,,,2016-02-08 01:00:05.963944
202655403,0950633,2012-11-07 12:30:00,,Worker Dies from Unspecified Medically Related Illness,HEART,,,,,,8732,X,,,2016-02-08 01:00:05.963944
201185915,0950611,2011-08-17 15:00:00,,Employee Is Injured in Fall from Scaffold,"FALL,SCAFFOLD",C,8,2,B,B,1771,,,,2016-02-08 01:00:05.963944
201510781,0950651,2012-05-10 00:00:00,,Worker Develops a Hernia,HERNIA,,,,,,1041,,,,2016-02-08 01:00:05.963944
201615291,1054113,2012-09-13 10:15:00,,Employee Suffers Body Fractures When Atv Hits a Power Pole,"TRUCK,TIRE,DITCH,STUCK,FRACTURE",,,,,,0119,,,,2016-02-08 01:00:05.963944
202509634,0950622,2012-11-13 18:45:00,,Employee Gets Finger Amputation,"FINGER,AMPUTATED,CAUGHT BETWEEN,PRESS,MOLDING MACHINE",,,,,,7363,,,,2016-02-08 01:00:05.963944
202657615,0950643,2013-03-18 08:40:00,,Employee Is Struck by Vehicle and Fractures Spine,"STRUCK BY,VEHICLE,FRACTURE,SPINE",,,,,,7539,,,,2016-02-08 01:00:05.963944
202471710,0950646,2012-06-07 11:45:00,,Employee Is Hospitalized with Hyperventilation Syndrome,"HEADACHE,VOMIT,DIZZINESS",,,,,,0761,,,,2016-02-08 01:00:05.963944
201623402,1054116,2012-02-09 13:00:00,,Employee Is Shocked While Repairing Utility Pole,"ELECTRICAL,ELECTRIC SHOCK,HAND,UTILITY POLE,REPAIR,LOCKOUT,CUTOUT SWITCH,TRANSFORMER,GUY,ELEC UTILITY WORK",,,,,,4911,,,,2016-02-08 01:00:05.963944
200999134,0551800,2012-01-30 18:00:00,,Employee Is Crushed in Between Two Rail Cars,"CRUSHED,CAUGHT BETWEEN,TRAIN",,,,,,4011,X,,,2016-02-08 01:00:05.963944
200534261,0751910,2011-05-18 08:20:00,,Employee's Finger Is Amputated When Struck by Forklift,"INDUSTRIAL TRUCK,STRUCK BY,FINGER,AMPUTATED,LOADING,TRUCK",,,,,,5531,,,,2016-02-08 01:00:05.963944
202493680,0950621,2012-10-20 20:00:00,,Employee's Lacerated Finger Becomes Infected,"AGRICULTURE,LACERATION,FINGER,INFECTION",,,,,,0175,,,,2016-02-08 01:00:05.963944
200041895,0653510,2011-10-10 12:30:00,,Employee Dies after Being Struck by Gas Dispenser,"REPAIR,STRUCK BY,UNSTABLE POSITION",,,,,,7699,X,,,2016-02-08 01:00:05.963944
202491031,0950621,2010-12-29 08:00:00,,Employee Is Injured in Jump from Front End Loader,"SEAT BELT,FACE,CHEST,FRONT END LOADER,LACERATION,HIGHWAY,CONTUSION",I,,6,A,C,1611,,,,2016-02-08 01:00:05.963944
202655072,0950633,2012-09-17 09:13:00,,Worker Injured When He Falls Into Empty Gasoline Tanker,"FALL,TANK,TANK TRUCK",,,,,,4581,,,,2016-02-08 01:00:05.963944
201615200,1054113,2012-07-10 02:15:00,,Ten Woodland Firefighters Are Injured in Traffic Accident,"FIRE,FIREFIGHTER,TRAFFIC ACCIDENT,FRACTURE,RIB,FATIGUE",,,,,,0851,,,,2016-02-08 01:00:05.963944
201615200,1054113,2012-07-10 02:15:00,,Ten Woodland Firefighters Are Injured in Traffic Accident,"FIRE,FIREFIGHTER,TRAFFIC ACCIDENT,FRACTURE,RIB,FATIGUE",,,,,,0851,,,,2016-02-08 01:00:05.963944
201615200,1054113,2012-07-10 02:15:00,,Ten Woodland Firefighters Are Injured in Traffic Accident,"FIRE,FIREFIGHTER,TRAFFIC ACCIDENT,FRACTURE,RIB,FATIGUE",,,,,,0851,,,,2016-02-08 01:00:05.963944
